STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,ind_type,Individual type,unit,Unit of measure,geo,Geopolitical entity (reporting),year,Time,value,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2017,,28.46,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2019,,34.94,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2015,,19.94,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2016,,21.91,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2017,,22.53,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2019,,22.44,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2015,,29.49,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2016,,31.85,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2017,,34.69,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2019,,42.68,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2015,,33.07,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2017,,31.19,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2019,,31.17,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2015,,17.36,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2016,,24.05,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2017,,18.19,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2019,,23.65,,u,low reliability,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2015,,21.38,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2016,,21.27,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2017,,24.36,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2019,,27.54,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2015,,24.25,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2016,,25.00,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2017,,22.35,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2019,,28.66,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2015,,27.14,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2016,,28.75,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2017,,30.23,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2019,,36.94,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2015,,24.20,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2016,,25.25,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2017,,23.47,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2019,,20.50,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,XK,Kosovo*,2017,,61.54,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,XK,Kosovo*,2019,,58.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AL,Albania,2019,,0.37,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2015,,0.97,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2016,,0.47,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2017,,1.29,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2019,,1.28,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BA,Bosnia and Herzegovina,2019,,0.26,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2015,,0.37,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2016,,0.25,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2017,,0.20,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BE,Belgium,2019,,0.21,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2015,,0.36,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2016,,0.56,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2017,,0.41,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,BG,Bulgaria,2019,,0.42,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CH,Switzerland,2017,,0.79,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CH,Switzerland,2019,,0.70,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2015,,0.72,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2016,,0.91,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2017,,0.98,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CY,Cyprus,2019,,0.53,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2015,,1.23,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2016,,0.72,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2017,,0.85,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,CZ,Czechia,2019,,0.58,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2015,,0.22,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2016,,0.26,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2017,,0.34,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DE,Germany,2019,,0.33,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2015,,1.19,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2016,,0.88,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2017,,0.16,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2019,,0.38,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,,0.83,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,,1.00,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,,1.03,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,1.08,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2015,,0.71,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2016,,0.70,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2017,,0.74,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2019,,0.84,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2015,,0.67,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2016,,0.63,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2017,,0.59,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2019,,0.96,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2015,,1.96,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2016,,1.87,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2017,,2.03,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2019,,2.03,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2015,,0.83,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2016,,0.97,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2017,,0.96,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2015,,0.83,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2016,,0.93,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2017,,0.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2015,,0.87,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2016,,0.95,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2017,,0.94,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2019,,1.03,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2015,,0.83,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2016,,0.93,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2017,,0.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_X,Individuals who have no overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2019,,1.05,,,,,
